facilityId,facilityName,concat_address,typeOfFacility,categoryOfFacility,google_lat,google_long,biz_status,gbiz_name,rating,price_level,total_user_ratings
FA0004494,ROASTED TOAD BBQ THE,229 HWY 119 NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.9631805,-105.5095941,0,0,0.0,0.0,0.0
FA0003893,FAIR ISLE COFFEE CO @ LGMT FARM MRKT,237 COLLYER ST Longmont CO USA,SPECIAL EVENT,SPECIAL EVENT,40.1630767,-105.0985565,0,0,0.0,0.0,0.0
FA0003618,CARNICERIA EL CERRITO,936 MAIN ST LONGMONT CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.1753769,-105.102119,0,0,0.0,0.0,0.0
FA0000878,UTE CREEK GOLF COURSE,2000 UTE CREEK DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1892487,-105.0638812,0,0,0.0,0.0,0.0
FA0004983,LEVY IPF 1 (MOBILE),2400 COLORADO AVE BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.0091912,-105.2669142,0,0,0.0,0.0,0.0
FA0005140,BOULDER BEEF (MOBILE PRE-PKG),24249 COUNTY RD Lasalle CO USA,MOBILE UNIT PREPACKAGED,PRE PACKAGED,40.3202837,-103.6914147,0,0,0.0,0.0,0.0
FA0005261,MOUNTAIN VIEW GRILL 2  (MOBILE),101 E BISON HWY Hudson CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.0780884,-104.6503559,0,0,0.0,0.0,0.0
FA0000100,CUPPA HOUSE COFFEE & TEA,1102 FRANCIS ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.1779437,-105.1160281,0,0,0.0,0.0,0.0
FA0003437,(CU) C4C THE BAKERY,2249 WILLARD LOOP DR UNIT N170 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0045248,-105.2649229,0,0,0.0,0.0,0.0
FA0005083,AREPA JOINT THE (MOBILE),4920 PEARL ST UNIT C&D BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.025388,-105.2377392,0,0,0.0,0.0,0.0
FA0004603,NIWOT WHEEL WORKS,101 2ND AVE NIWOT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.1032048,-105.17291,0,0,0.0,0.0,0.0
FA0000027,ARAPAHOE MEAT CO,12420 ARAPAHOE RD LAFAYETTE CO USA,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.014688,-105.06203,0,0,0.0,0.0,0.0
FA0003002,CHOP 5 SALAD KTICHEN,2525 ARAPAHOE RD UNIT H6 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0149546,-105.2596866,0,0,0.0,0.0,0.0
FA0004505,SMOKIN BOWLS,449 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.1667218,-105.1028957,0,0,0.0,0.0,0.0
FA0001319,(CU)  FARRAND ALLEY,2200 BARKER DR BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.0060088,-105.2657756,0,0,0.0,0.0,0.0
FA0002421,EGGLOO DELIGHTS (SPECIAL EVENT),1515 MAIN ST LONGMONT CO USA,SPECIAL EVENT,SPECIAL EVENT,40.18535079999999,-105.103147,0,0,0.0,0.0,0.0
FA0002979,LA PUPUSA LOCA (MOBILE),637 S BROADWAY ST UNIT G1 Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.7050752,-104.9875752,0,0,0.0,0.0,0.0
FA0004967,LA FAMILIA (MOBILE),4920 PEARL ST UNIT C/D Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.025388,-105.2377392,0,0,0.0,0.0,0.0
FA0001266,FRASIER MEADOWS MANOR KITCHEN,350 PONCA PL BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,RESIDENTIAL FACILITIES,39.99422,-105.2341427,0,0,0.0,0.0,0.0
FA0000442,HOMEWOOD SUITES BOULDER,4950 BASELINE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.9973834,-105.2326884,0,0,0.0,0.0,0.0
FA0005285,GREAT OUTDOORS WATER PARK THE,500 S BOULDER RD Lafayette CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.9863975,-105.0846261,0,0,0.0,0.0,0.0
FA0000521,MEEKER PARK LODGE,11733 COLO  7 HWY ALLENSPARK CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.2356189,-105.5297838,0,0,0.0,0.0,0.0
FA0004972,COMMUNITY CUPBOARD FOOD BANK,14863 W HWY 7 ALLENSPARK CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.19648660000001,-105.5271916,0,0,0.0,0.0,0.0
FA0001261,ROCK CREEK TAVERN & PIZZERIA,6 SKI RD ALLENSPARK CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.1946126,-105.5256342,0,0,0.0,0.0,0.0
FA0005450,LA BARRA DEL SAZON (MOBILE),2350 N MAIN ST Longmont CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.2013638,-105.101731,0,0,0.0,0.0,0.0
FA0002718,JAMBA JUICE @ UMC (CU),1669 EUCLID AVE UMC 154 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.006295,-105.2719745,0,0,0.0,0.0,0.0
FA0003739,JUNGLE,2018 10TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.01779570000001,-105.2825984,0,0,0.0,0.0,0.0
FA0005025,FRESH THYMES MARKETPLACE,2690 28TH ST UNIT F BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0270674,-105.2575251,0,0,0.0,0.0,0.0
FA0003809,TRES REYNAS,2690 28TH ST UNIT G BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.0270353,-105.2575883,0,0,0.0,0.0,0.0
FA0001283,GABEE COFFEE,3040 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0299891,-105.2579121,0,0,0.0,0.0,0.0
FA0000848,RUSTY MELON THE,6525 GUNPARK DR UNIT 380 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.0702236,-105.2007782,0,0,0.0,0.0,0.0
FA0000942,UBON THAI CUISINE,155 HWY 119 E NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.964973,-105.503948,0,0,0.0,0.0,0.0
FA0004554,COLORADO CHAUTAUQUA ASSOCIATION,900 BASELINE RD BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.000023,-105.2819456,0,0,0.0,0.0,0.0
FA0005127,PASSPORT FOOD TRUCK,555 30TH ST BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.9983767,-105.2539852,0,0,0.0,0.0,0.0
FA0004651,VFW POST 1771,110 E SOUTH BOULDER RD LAFAYETTE CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,BARS FRATERNAL ORGANIZATIONS,39.9864999,-105.0894674,0,0,0.0,0.0,0.0
FA0005372,THERE WITH CARE (PANTRY),2825 WILDERNESS PL UNIT 100 Boulder CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.0256766,-105.2492018,0,0,0.0,0.0,0.0
FA0000633,PEACEFUL MEADOW  RETREAT,7075 VALMONT DR BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0368638,-105.1895442,0,0,0.0,0.0,0.0
FA0003891,WHEEL & WHISK THE (MOBILE),5706 N ARAPAHOE AVE Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.0114098,-105.2206426,0,0,0.0,0.0,0.0
FA0005101,CHOCOLATERIE STAM,103 N PUBLIC RD UNIT B LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.9983946,-105.0906777,0,0,0.0,0.0,0.0
FA0002863,HISSHO SUSHI #312 (INSIDE SPROUTS),2525 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0152398,-105.2600413,0,0,0.0,0.0,0.0
FA0000193,QUALITY INN,1196 W DILLON RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.96130170000001,-105.1678674,0,0,0.0,0.0,0.0
FA0005345,HOLY CREPE (MOBILE),1650 BROADWAY ST Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.0139508,-105.2782063,0,0,0.0,0.0,0.0
FA0000801,RUTHIES,1397 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0184655,-105.2775157,0,0,0.0,0.0,0.0
FA0005329,A TAKEAR (MOBILE),2887 30TH ST Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.0284999,-105.254269,0,0,0.0,0.0,0.0
FA0000258,BREWING MARKET,1918 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.01758030000001,-105.2782401,0,0,0.0,0.0,0.0
FA0003614,ROBIN CHOCOLATES,600 S AIRPORT RD UNIT B-D LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1512854,-105.1531705,0,0,0.0,0.0,0.0
FA0002171,POLLERIA LA FOGATA,1690 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1883354,-105.1016196,0,0,0.0,0.0,0.0
FA0001351,INDIAS GROCERY,2877 28TH ST BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.0284622,-105.2592827,0,0,0.0,0.0,0.0
FA0000355,RAZA FRESA MEXICAN KITCHEN,7960 NIWOT RD UNIT D11 NIWOT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.10004929999999,-105.1672438,0,0,0.0,0.0,0.0
FA0005050,(CU) VILLAGE CENTER THE GRANGE (GRILLE),510 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.9979788,-105.2524055,0,0,0.0,0.0,0.0
FA0004740,SISTER CARMEN COMMUNITY CENTER,655 ASPEN RIDGE DR LAFAYETTE CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.0034016,-105.1069839,0,0,0.0,0.0,0.0
FA0004539,AIMES LOVE,331 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1646031,-105.102911,0,0,0.0,0.0,0.0
FA0000036,ASIAN SEAFOOD MARKET,2833 28TH ST BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.0279738,-105.2588537,0,0,0.0,0.0,0.0
FA0002087,OBSERV LOCATION 2 (MOBILE),4333 CHEROKEE ST DENVER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.7759045,-104.991597,0,0,0.0,0.0,0.0
FA0002021,LEVY FOLSOM FIELD HOT PREP KITCHEN 6TH FLOOR (CU),2400 COLORADO AVE RM 680 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.0091912,-105.2669142,0,0,0.0,0.0,0.0
FA0000390,HAMPTON INN,850 S MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1492455,-105.101868,0,0,0.0,0.0,0.0
FA0002019,LEVY FOLSOM FIELD COLD KITCHEN 6TH FLOOR (CU),2400 COLORADO AVE RM 604 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.0091912,-105.2669142,0,0,0.0,0.0,0.0
FA0000649,INDIAN PEAKS GOLF COURSE AT LAFAYET,2300 INDIAN PEAKS TR LAFAYETTE CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.0067463,-105.1244908,0,0,0.0,0.0,0.0
FA0004654,JACKLEGGERS MERCANTILE,62 UTICA ST WARD CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0728334,-105.5068895,0,0,0.0,0.0,0.0
FA0003592,AOI,3303 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.0352285,-105.2546915,0,0,0.0,0.0,0.0
FA0000844,TAQUERIA MADERO,830 LASHLEY ST UNIT A LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.1732489,-105.0878986,0,0,0.0,0.0,0.0
FA0003825,ETAIS AT CU,3415 COLORADO AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.008301,-105.2490525,0,0,0.0,0.0,0.0
FA0005391,SCROOGE MAKI 1 (MOBILE),1107 13TH ST Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.0075099,-105.2764136,0,0,0.0,0.0,0.0
FA0002128,LAS PALMERAS EXPRESS,1640 PACE ST UNIT 400 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.187594,-105.0713434,0,0,0.0,0.0,0.0
FA0004511,OZO COFFEE CAFE,1898 S FLATIRON CT UNIT 110 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0204271,-105.2182589,0,0,0.0,0.0,0.0
FA0000879,TEN PIN ALLEY,550 W SOUTH BOULDER RD LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,39.9855702,-105.0973629,0,0,0.0,0.0,0.0
FA0000945,PEAK GOLF,1200 CORNELL DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1792325,-105.1459488,0,0,0.0,0.0,0.0
FA0001037,BF MOUNTAIN MARKET,60 LAKEVIEW DR NEDERLAND CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,39.9602118,-105.5088811,0,0,0.0,0.0,0.0
FA0002676,HOLIDAY INN EXPRESS QWMCO,1355 DRY CREEK DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1419518,-105.1346212,0,0,0.0,0.0,0.0
FA0005319,LA GARNACHA (MOBILE),1515 MAIN ST Longmont CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.18535079999999,-105.103147,0,0,0.0,0.0,0.0
FA0003015,MACS PLACE @GE OIL & GAS,1800 NELSON RD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.1536257,-105.1224237,0,0,0.0,0.0,0.0
FA0004789,300 SUNS BREWING,335 1ST AVE UNIT C LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1599201,-105.1012742,0,0,0.0,0.0,0.0
FA0005085,NATURAL GROCERS,2685 PEARL ST BOULDER CO USA,GROCERY STORE  MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.02231159999999,-105.260122,0,0,0.0,0.0,0.0
FA0000688,RALLY SPORT HEALTH AND FITNESS,2727 29TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.02803189999999,-105.2568783,0,0,0.0,0.0,0.0
FA0001204,SCRATCH KITCHENS,2299 PEARL ST UNIT 300 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.0211438,-105.2659919,0,0,0.0,0.0,0.0
FA0000247,SEVENTEEN THIRTY-NINE,1739 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.0195963,-105.2725249,0,0,0.0,0.0,0.0
FA0000127,BPOE LODGE 566,3975 28TH ST Boulder CO USA,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,40.046821,-105.2615676,0,0,0.0,0.0,0.0
FA0004706,SEEDS LIBRARY CAFE,1001 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.0138604,-105.2815129,0,0,0.0,0.0,0.0
FA0001000,HARD DRIVE CAFE AT SEAGATE,389 DISC DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.1544358,-105.1737783,0,0,0.0,0.0,0.0
