"facility_id","facility_name","google_lat","google_long","price_level","rating","total_ratings","avg_inspection_score","avg_violations_count","inspection_count"
"FA0000458","LA PANDA II",40.1784725,-105.1020189,1,4.3,269,62.78947368421053,5.5,38
"FA0000466","ROYAL WOK",40.1934837,-105.1016396,1,4.1,568,73.53846153846153,8.666666666666666,26
"FA0000467","MOJO TAQUERIA",40.037234,-105.258958,2,4.5,164,37.77777777777778,3.0,9
"FA0000473","BOCO RESTAURANT THE",39.9980269,-105.2328968,2,4.8,267,50.22222222222222,3.0,9
"FA0000474","SAND WEDGE CAFE & BAR",40.0138709,-105.2111301,1,4.7,1101,34.411764705882355,4.0,17
"FA0000476","LUCILES CREOLE CAFE",40.0200908,-105.2776533,2,4.6,1392,27.857142857142858,2.0,7
"FA0000481","LOYAL ORDER OF MOOSE LONGMONT LODGE",40.1970124,-105.1069013,2,4.3,118,25.0,3.0,3
"FA0000484","LE PEEP",40.0152398,-105.2600413,2,4.4,551,51.75,7.0,16
"FA0000486","ROOST THE",40.1683811,-105.1023012,2,4.5,2352,56.47826086956522,6.666666666666667,23
"FA0000487","LEFTYS GADGET AND PIZZA",40.10204100000001,-105.1700541,2,4.4,144,39.54545454545455,5.5,11
"FA0000493","BUDDHA CAFE",40.0371291,-105.2601149,1,4.2,427,65.06666666666666,6.5,30
"FA0000494","JULIES THAI KITCHEN",40.2224975,-105.2643957,2,4.3,178,44.0,5.0,15
"FA0000500","CORRECTION MANAGEMENT INC",40.163251,-105.1020964,2,4.2,1235,21.666666666666668,1.5,3
"FA0000502","LUCILES CREOLE CAFE",40.1682067,-105.1008403,2,4.6,1450,52.0,3.3333333333333335,10
"FA0000511","LONGMONT PERFORMING ARTS CENTER",40.1679107,-105.1029186,2,4.3,1085,20.0,2.0,2
"FA0000515","MEADOW MOUNTAIN CAFE",40.1869328,-105.4860398,2,4.7,113,80.0,7.0,14
"FA0000522","LAS PALMERAS TAQUERIA",40.1787733,-105.1169866,1,4.5,366,45.142857142857146,3.5,7
"FA0000526","MELTING POT RESTAURANT",39.9774863,-105.131903,3,4.6,1605,80.93333333333334,7.5,15
"FA0000534","TACOS AL MOLCAJETE",40.1748109,-105.1020279,1,4.4,703,59.1,5.0,20
"FA0000535","UDON KAISHA",39.9885203,-105.0913203,1,4.3,297,22.416666666666668,3.0,12
"FA0000536","TACO JUNKY",40.00826490000001,-105.2764618,2,3.8,153,38.0,4.0,10
"FA0000538","SNARFS",40.1520525,-105.1047228,1,4.4,457,10.0,1.0,3
"FA0000541","MILLSITE INN",40.0787268,-105.5026772,1,4.2,88,30.0,3.0,6
"FA0000544","MOES BROADWAY BAGEL",40.0250503,-105.2810448,1,4.3,298,31.428571428571427,2.3333333333333335,7
"FA0000545","MOES BROADWAY BAGEL",40.0148045,-105.213055,1,4.3,452,20.625,2.5,8
"FA0000547","GAIA MASALA AND BURGER",40.0076462,-105.2758206,2,4.5,283,43.0,8.5,17
"FA0000556","MOUNTAIN SUN PUB & BREWERY",40.0190106,-105.2752151,1,4.6,2057,35.0,2.5,5
"FA0000558","MUSTARDS LAST STAND",40.0144493,-105.2790174,1,4.4,801,10.0,1.0,2
"FA0000567","NEDERLAND COMMUNITY CENTER",39.9646611,-105.5120895,2,5,3,20.0,1.5,3
"FA0000572","NICK N WILLYS PIZZA",40.0171028,-105.2848247,1,4.3,169,39.57142857142857,3.5,7
"FA0000574","KTS BBQ",40.0251452,-105.2810435,2,4.2,159,37.2,2.5,10
"FA0000578","MILE HIGH PHO",39.9612135,-105.166467,2,4.2,261,46.57142857142857,3.25,14
"FA0000579","NOODLES AND COMPANY #102",40.0260409,-105.2813368,1,3.7,175,10.333333333333334,1.5,3
"FA0000580","TWELVE DEGREE BREWING",39.9782539,-105.1318801,2,4.7,260,25.714285714285715,3.5,7
"FA0000582","SANTO",40.0259872,-105.2811539,2,4.6,573,56.31818181818182,5.333333333333333,22
"FA0000587","MAY WAH RESTAURANT",39.9988256,-105.2612517,2,4.4,346,39.1578947368421,5.333333333333333,19
"FA0000590","BLACK PEPPER PHO",40.0219741,-105.2590053,2,4.2,385,76.8108108108108,6.2,37
"FA0000592","LITTLE TIBET RESTAURANT",40.055839,-105.2826737,2,4.7,269,38.84615384615385,3.3333333333333335,13
"FA0000594","BEST WESTERN PLUS BOULDER INN",40.0015558,-105.2574744,2,4,240,42.27272727272727,3.6666666666666665,11
"FA0000599","OSKAR BLUES",40.2242961,-105.2685792,2,4.3,1799,20.0,2.0,4
"FA0000603","OUTBACK SALOON THE",40.03166150000001,-105.2593591,1,4.1,411,70.3125,4.0,16
"FA0000605","QUES ESPRESSO",40.1512854,-105.1531705,1,4.6,174,19.285714285714285,2.5,7
"FA0000611","TACO BOULDER",40.0169852,-105.2800769,2,4.5,1401,141.89655172413794,9.666666666666666,29
"FA0000613","PANADERIA LA PANDA BAKERY",40.1517349,-105.1034871,1,4.2,188,56.0,4.5,15
"FA0000614","PARMA TRATTORIA MOZZARELLA BAR",39.9616196,-105.1672438,2,4.5,1124,20.666666666666668,3.0,6
"FA0000615","DOS WAPOS",40.014328,-105.128281,1,4.5,105,27.0,6.666666666666667,20
"FA0000616","FRANKS CHOP HOUSE",40.0165533,-105.2828453,3,4.3,446,55.90909090909091,3.6666666666666665,11
"FA0000621","PAPA MURPHYS",40.2003792,-105.1019365,1,4.2,237,29.0,2.5,5
"FA0000624","PARKWAY RESTAURANT",40.0249054,-105.2433207,1,4.7,1101,90.5,5.0,20
"FA0000627","EMPIRE LOUNGE AND RESTAURANT",39.9781258,-105.1318116,2,4.3,317,72.6,8.333333333333334,25
"FA0000628","PASTA JAYS",40.0175029,-105.282453,2,4.2,1453,45.57142857142857,3.5,14
"FA0000629","STARBUCKS COFFEE 10857",39.9999024,-105.2630509,2,4.1,302,5.0,1.0,1
"FA0000630","FLATIRON COFFEE",40.015,-105.2591928,1,4.4,488,15.0,2.5,7
"FA0000639","MCCARTHYS PUB",40.15862569999999,-105.1021878,1,4.1,346,23.333333333333332,3.0,6
"FA0000642","MCDONALDS 0109",40.0193158,-105.2579323,1,3.5,1088,24.0,2.5,6
"FA0000644","MCDONALDS HOVER",40.1496672,-105.1314461,1,3.3,928,27.23076923076923,2.3333333333333335,13
"FA0000649","INDIAN PEAKS GOLF COURSE AT LAFAYET",40.0067463,-105.1244908,2,4.4,106,25.333333333333332,2.5,9
"FA0000653","ILLEGAL PETES",40.0188174,-105.2763118,1,4.5,1335,22.833333333333332,2.0,6
"FA0000654","CASA ALEGRE",39.9767355,-105.1303268,2,4.1,621,87.775,6.8,40
"FA0000655","COVERED WAGON",39.96205339999999,-105.5100258,2,4.1,69,33.57142857142857,2.5,7
"FA0000656","BROOKLYN PIZZA",40.0147787,-105.2727487,1,4.3,317,55.03703703703704,7.666666666666667,27
"FA0000657","JAMBA JUICE",40.0149787,-105.2524629,1,3.7,260,23.333333333333332,1.5,3
"FA0000658","JANIES CAFE",40.1664027,-105.1029414,1,4.5,573,35.0,2.5,5
"FA0000659","JAPANGO",40.0175623,-105.280328,2,4.4,979,29.0,2.5,5
"FA0000660","MIKE OSHAYS",40.1678872,-105.1023241,2,4.3,1085,69.95652173913044,5.75,23
"FA0000661","JANUARY COFFEE",40.0194791,-105.2516056,2,5,26,17.0,1.5,5
"FA0000665","JAVA STOP",40.1641823,-105.1027359,1,4.9,183,17.0,4.0,4
"FA0000666","JAX FISH HOUSE",40.0170094,-105.2831766,3,4.6,644,42.5,2.5,10
"FA0000667","TIP TOP SAVORY PIES",40.0711303,-105.2004071,2,4.6,68,50.0,5.333333333333333,16
"FA0000672","BLACKJACK PIZZA & SALADS",39.9873792,-105.1298839,1,3.6,181,26.444444444444443,2.6666666666666665,9
"FA0000673","3S BAR",40.1646619,-105.1028044,1,3.7,178,15.0,3.5,7
"FA0000674","ATTIC BAR AND BISTRO",40.01655299999999,-105.2824109,1,4.2,414,65.33333333333333,5.0,15
"FA0000675","PUMPHOUSE RED ZONE",40.1687378,-105.102082,2,4.5,3357,31.11111111111111,3.0,9
"FA0000677","CHINA GOURMET - BOULDER",39.9903869,-105.2567228,2,4.2,297,52.285714285714285,7.0,21
"FA0000678","SPRUCE FARM",40.0194026,-105.2794143,2,4.2,351,47.5,2.6666666666666665,8
"FA0000679","QDOBA MEXICAN GRILL #2030",40.0153594,-105.2589612,1,4,574,21.125,2.0,8
"FA0000680","CYCLHOPS",40.1518294,-105.1537064,2,4.4,763,10.333333333333334,1.5,3
"FA0000682","GUACAMOLES",40.1516843,-105.1067555,2,4,378,76.25,5.333333333333333,16
"FA0000684","PERKINS RESTAURANT AND BAKERY",40.1949982,-105.1030616,2,4,1279,39.583333333333336,3.0,12
"FA0000685","PERSIMMON GRILL AT LAKE VALLEY GOLF",40.0966294,-105.25148,2,4.8,36,36.111111111111114,4.5,9
"FA0000688","RALLY SPORT HEALTH AND FITNESS",40.02803189999999,-105.2568783,2,4.3,76,20.0,1.5,5
"FA0000694","RED LOBSTER #6235",40.14236959999999,-105.1291391,2,4.2,1184,12.25,1.5,4
"FA0000696","FLOWER CHILD",40.0141238,-105.2611205,2,4.5,513,3.6666666666666665,1.5,3
"FA0000697","POST BREWING COMPANY",40.018848,-105.2790964,2,4.4,352,49.09090909090909,4.0,11
"FA0000714","PIZZA COLORE",40.0181034,-105.2777314,1,4.5,554,30.0,3.0,3
"FA0000720","RIO GRANDE MEXICAN RESTAURANT",40.0170142,-105.2808772,2,4.2,1702,44.5,4.666666666666667,14
"FA0000721","GOOD BIRD KITCHEN",40.144527,-105.1301963,2,4.2,861,57.0,4.5,16
"FA0000724","LUCKYS CAFE",40.047736,-105.280695,2,4.3,277,21.666666666666668,1.5,3
"FA0000725","TANGERINE RESTAURANT",39.99602480000001,-105.090221,2,4.3,757,36.416666666666664,6.0,12
"FA0000728","ROCKY MOUNTAIN CHOCOLATE FACTORY",40.0180746,-105.278474,2,4.4,124,16.5,2.0,8
"FA0000731","COSMOS PIZZA",39.9988213,-105.2537345,1,4.4,1032,13.625,2.5,8
"FA0000737","SMACK DADDY PIZZA",40.1734871,-105.1030472,1,4.2,262,19.0,4.0,4
"FA0000738","3 MARGARITAS",40.2013638,-105.101731,2,4.3,1553,59.107142857142854,4.5,28
"FA0000743","WINOT COFFEE",40.10004929999999,-105.1672438,2,4.6,178,32.5,2.0,4
"FA0000747","JAI THAI RESTAURANT",40.14337200000001,-105.127429,2,4.5,378,37.09090909090909,5.5,11
"FA0000748","IL PASTAIO",40.0150595,-105.2519596,2,4.7,507,70.45454545454545,5.5,11
"FA0000751","PRESS PLAY",40.0175331,-105.2824077,1,4.2,676,17.666666666666668,2.0,6
"FA0000754","TADKA INDIAN CUISINE",40.0141193,-105.2294375,2,4.7,588,61.45454545454545,3.6666666666666665,11
"FA0000758","SMASHBURGER",39.9607009,-105.1641366,2,3.7,432,1.4615384615384615,4.333333333333333,13
"FA0000759","NEPAL CUISINE",39.98498,-105.2386611,1,4.6,283,16.666666666666668,1.5,3
"FA0000770","BEST WESTERN PLUS",39.95985200000001,-105.1628572,2,4.5,532,43.666666666666664,4.0,12
"FA0000773","YURIHANA",40.07018739999999,-105.2004522,2,3.9,233,97.0,8.666666666666666,30
"FA0000780","SAKURA JAPANESE CUISINE",40.1512854,-105.1531705,2,4.7,450,53.2,7.5,15
"FA0000782","SCROOGE MAKI",40.0075099,-105.2764136,2,4.3,183,47.6875,5.333333333333333,16
"FA0000783","PICAS MEXICAN TAQUERIA BOULDER",40.0138239,-105.2275209,2,4.4,798,31.428571428571427,2.0,7
"FA0000785","SUNSET GOLF COURSE",40.1702863,-105.1222181,2,4.4,216,18.857142857142858,3.6666666666666665,14
